WaveYear,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q23,Q24,Q25,Q26,Q27,Q28,Q29_1,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q31_NPS_GROUP,Q31,Q33_1,Q33_2,Q33_3,Q33_4,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q17,Q9 - Parent Topics
,"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2011""}","{""ImportId"":""QID2012""}","{""ImportId"":""QID2013""}","{""ImportId"":""QID2014""}","{""ImportId"":""QID2015""}","{""ImportId"":""QID2016_TEXT""}","{""ImportId"":""QID2017_1""}","{""ImportId"":""QID2017_4""}","{""ImportId"":""QID2017_5""}","{""ImportId"":""QID2017_6""}","{""ImportId"":""QID2017_7""}","{""ImportId"":""QID2017_8""}","{""ImportId"":""QID2019_NPS_GROUP""}","{""ImportId"":""QID2019""}","{""ImportId"":""QID2021_1""}","{""ImportId"":""QID2021_2""}","{""ImportId"":""QID2021_3""}","{""ImportId"":""QID2021_4""}",,,,,,,"{""ImportId"":""QID2005""}","{""ImportId"":""QID8_TEXT_98d09e12885144e18ddbbbc2ParTopics""}"
5,10/25/2020 18:06,10/25/2020 18:33,0,136.24.87.102,36,1597,0,11/1/2020 17:33,R_2pRV2u7gac3zYQz,,,,,,,anonymous,EN,1,1,4,1,5,"I have a degree in CS, but am getting an Advanced Cybersecurity Certificate from CCSF",7,5,1,3,6,7,3,9,,,,,1,1,1,0.86,1,0.86,,
5,10/25/2020 18:06,10/25/2020 18:36,0,76.86.80.7,25,1793,0,11/1/2020 17:36,R_3khyXSTzodQFqId,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science with Business Applications,2,4,1,2,0,4,3,10,,,,,,,,,,,,
5,10/25/2020 18:07,10/25/2020 18:39,0,76.168.107.124,34,1901,0,11/1/2020 17:39,R_2VBGiOZtmB6QxGB,,,,,,,anonymous,EN,1,2,1,1,1,Computer Information Systems,1,4,,3,0,7,3,10,,,,,0.5,1,1,0.7,1,1,,
5,10/25/2020 18:07,10/25/2020 18:44,0,104.10.237.125,26,2246,0,11/1/2020 17:45,R_1i4iFcbcLELQwKE,,,,,,,anonymous,EN,1,2,1,3,1,Business,3,4,2,3,6,4,2,8,,,,,0.51,0.51,0.5,0.51,0.51,0.5,,
5,11/8/2020 14:36,11/8/2020 14:40,0,71.207.15.189,100,232,1,11/8/2020 14:40,R_6Av2l5gqJ0cf13H,,,,,40.7957000732421875,-77.86180115,anonymous,EN,1,2,1,1,3,CS,5,7,0,0,2,,2,8,,,,,0.4,0.1,0.73,0.32,0.89,0.06,2,
5,11/8/2020 14:36,11/8/2020 14:40,0,71.207.15.189,100,225,1,11/8/2020 14:40,R_1OHv1JVNfO4tfcL,,,,,40.7957000732421875,-77.86180115,anonymous,EN,3,4,13,4,3,,,,,,,,,,,,,,,,,,,,,
5,11/8/2020 14:36,11/8/2020 14:40,0,68.32.3.26,100,207,1,11/8/2020 14:40,R_UnjCibtS5GmDp3H,,,,,42.6013031005859375,-83.1780014,anonymous,EN,1,1,1,1,3,Computer Science with Software Engineering ,,3,,5,0,7,3,10,,,,,0.32,0.99,0.82,0.76,0.84,1,,
5,11/8/2020 14:37,11/8/2020 14:41,0,204.137.234.59,100,258,1,11/8/2020 14:41,R_10w36FvHAFPwxM7,,,,,45.00280762,-68.64309692,anonymous,EN,1,2,1,1,1,Electrical Engineering and Math,4,3,2,6,0,3,3,10,,,,,,,,,,,,
5,11/8/2020 14:39,11/8/2020 14:44,0,142.127.235.160,100,300,1,11/8/2020 14:44,R_Y3Q1hg1MnLnhdmx,,,,,43.676300048828125,-79.48500061,anonymous,EN,1,2,1,1,1,Comp sci,,,,0,,,3,10,,,,,,,0,,,,,
5,11/8/2020 14:37,11/8/2020 14:45,0,99.232.136.111,100,453,1,11/8/2020 14:45,R_3iqayjDqEXapyNU,,,,,43.9228057861328125,-78.94120026,anonymous,EN,1,2,1,3,3,Networking,5,6,2,7,4,7,3,10,,,,,0.8,1,0.71,1,0.54,1,2,
5,11/8/2020 14:37,11/8/2020 14:45,0,204.137.233.191,100,483,1,11/8/2020 14:45,R_10qm3C7RuUJiXXI,,,,,45.00280762,-68.64309692,anonymous,EN,1,2,1,1,3,Computer Engineering,1,2,,4,,0,3,10,,,,,0.2,,,0.26,,,2,
5,11/8/2020 14:36,11/8/2020 14:45,0,70.188.170.208,100,535,1,11/8/2020 14:45,R_r2pZR9fXLPrOhK9,,,,,41.70410156,-72.67900085,anonymous,EN,1,2,1,3,4,Cybersecurity and networks,4,5,2,5,7,7,3,10,,,,,1,1,1,1,1,1,2,
5,11/8/2020 14:37,11/8/2020 14:46,0,45.43.19.91,100,534,1,11/8/2020 14:46,R_2rAQ38WaZGdlcLG,,,,,42.7469940185546875,-73.75270081,anonymous,EN,1,2,2,4,1,Cybersecurity,3,2,1,5,3,7,2,8,,,,,0.2,0.2,0.2,0.2,0.2,0.2,2,
5,11/8/2020 14:37,11/8/2020 14:46,0,69.207.90.70,100,558,1,11/8/2020 14:46,R_3sAiaPI7Anga4pj,,,,,44.55419922,-69.61789703,anonymous,EN,1,1,1,1,1,Computer engineering ,,2,,2,0,4,3,9,,,,,0.41,0.5,0.7,0.4,0.32,0.35,2,
5,11/8/2020 14:36,11/8/2020 14:47,0,73.227.34.250,100,651,1,11/8/2020 14:47,R_8pqj5FGgBBxAT8l,,,,,41.2686004638671875,-72.96510315,anonymous,EN,1,2,1,4,3,"Computer Science, Cybersecurity",6,4,3,7,7,7,3,10,,,,,0.76,1,1,0.52,1,1,2,
5,11/8/2020 14:36,11/8/2020 14:47,0,103.88.223.231,100,642,1,11/8/2020 14:47,R_3kAKXoRpHRUE84u,,,,,19.074798583984375,72.8856048583984375,anonymous,EN,1,2,2,2,4,Computing Security,0,3,,4,7,7,3,10,,,,,0.72,0.72,0.74,0.73,0.82,0.82,2,
5,11/8/2020 14:37,11/8/2020 14:50,0,172.58.228.205,100,785,1,11/8/2020 14:50,R_2YldchHabUzCpmq,,,,,40.849395751953125,-73.9016037,anonymous,EN,1,2,1,1,3,Cs,3,3,0,1,7,7,3,10,,,,,0.81,0.82,0.82,1,0.87,0.85,2,
5,11/8/2020 14:37,11/8/2020 14:52,0,74.78.187.19,100,870,1,11/8/2020 14:52,R_OBgEErBWaVG6npT,,,,,44.94299316,-68.67500305,anonymous,EN,1,2,1,1,3,Computer Engineering,5,3,1,4,0,4,2,8,,,,,0.81,1,0.95,1,1,1,2,
5,11/8/2020 14:37,11/8/2020 14:56,0,8.9.83.238,100,1178,1,11/8/2020 14:56,R_2VxehaVkqN016Jr,,,,,43.22070313,-77.59919739,anonymous,EN,1,2,2,4,4,Computing Security,3,4,1,3,7,7,3,10,,,,,0.05,0.15,0.7,0.2,0.05,0.3,2,
5,11/8/2020 14:37,11/8/2020 15:09,0,174.62.235.119,100,1935,1,11/8/2020 15:09,R_1fkCCZDDpAiO3T1,,,,,42.3473968505859375,-71.15820313,anonymous,EN,1,2,1,1,3,Computer Science,7,1,1,5,0,2,3,10,,,,,0.44,0.18,0.43,0.11,0.16,0.13,2,
5,11/1/2020 15:12,11/1/2020 15:13,0,174.198.76.176,23,81,0,11/8/2020 15:13,R_2z6bIqSa1feVY0y,,,,,,,anonymous,EN,1,2,1,4,3,Cyber Operations,7,6,2,1,7,7,2,7,,,,,,,,,,,,
5,11/1/2020 15:13,11/1/2020 15:14,0,97.80.239.66,4,12,0,11/8/2020 15:14,R_24o1gSNt3fC7PNT,,,,,,,qr,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,11/1/2020 15:12,11/1/2020 15:14,0,173.79.200.121,4,103,0,11/8/2020 15:14,R_3CCmuOvO675XTgx,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,11/1/2020 15:11,11/1/2020 15:14,0,72.65.55.64,25,205,0,11/8/2020 15:15,R_3HTc3tMP8ffS1EU,,,,,,,qr,EN,1,2,1,2,3,Computer Engineering,3,2,0,3,4,2,3,10,,,,,,,,,,,,
5,11/1/2020 15:12,11/1/2020 15:15,0,74.109.193.58,49,190,0,11/8/2020 15:15,R_3MKCu9pMHfuix47,,,,,,,anonymous,EN,1,2,1,2,4,Information Security,3,2,2,7,7,7,2,7,,,,,0.72,0.42,0.69,0.7,1,0.75,,
5,11/1/2020 15:11,11/1/2020 15:15,0,184.83.121.239,23,238,0,11/8/2020 15:16,R_2Et9UBsOVRnSbKs,,,,,,,qr,EN,1,2,1,3,3,Cyber operations ,2,3,1,5,7,7,2,7,,,,,,,,,,,,
5,11/1/2020 15:12,11/1/2020 15:16,0,38.95.243.145,36,253,0,11/8/2020 15:17,R_1QaqWiObW5a1fNt,,,,,,,anonymous,EN,1,2,2,2,2,Information Assurance,7,3,0,2,2,2,3,10,,,,,0.89,0.95,0.93,0.83,1,1,,
5,11/1/2020 15:17,11/1/2020 15:23,0,74.109.193.58,58,352,0,11/8/2020 15:24,R_pGAx7Y20qwlkWCB,,,,,,,anonymous,EN,1,2,1,2,4,Information Security,3,2,2,7,7,7,1,6,,,,,,,,,,,,
5,11/1/2020 15:13,11/1/2020 15:28,0,68.61.239.251,51,892,0,11/8/2020 15:28,R_1OUcyezts6bb2bi,,,,,,,anonymous,EN,1,2,5,2,1,Computer Networking and Cybersecurity,1,1,,3,7,7,3,9,,,,,,0.52,,,,,,
5,11/1/2020 15:11,11/1/2020 15:29,0,98.221.229.178,36,1071,0,11/8/2020 15:29,R_SHQOc9fYnM6PWx3,,,,,,,anonymous,EN,1,2,1,2,1,Computer Science with track in Cyber Operations,4,4,0,2,2,1,3,10,,,,,0.45,0.95,0.95,0.5,0.4,0.95,,
5,11/8/2020 14:36,11/8/2020 14:36,0,172.101.190.194,4,32,0,11/15/2020 14:37,R_3ozi5zjstGKx8n8,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,11/8/2020 14:37,11/8/2020 14:37,0,174.229.135.18,4,21,0,11/15/2020 14:37,R_1Zi3gu96EDjQ4b7,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,11/8/2020 14:37,11/8/2020 14:37,0,23.105.134.162,4,13,0,11/15/2020 14:38,R_1hGwfsUpfX7tdqK,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,11/8/2020 14:37,11/8/2020 14:38,0,108.170.185.68,4,33,0,11/15/2020 14:38,R_3fZvLUoe948IZ9k,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,11/8/2020 14:36,11/8/2020 14:37,0,174.229.137.52,23,86,0,11/15/2020 14:38,R_2Y56SzFz7nvc9oG,,,,,,,anonymous,EN,3,2,1,4,1,Cybersecurity ,4,3,1,7,4,,1,4,,,,,,,,,,,,
5,11/8/2020 14:37,11/8/2020 14:38,0,71.207.15.189,62,116,0,11/15/2020 14:38,R_2S9qNjfnHBqDDSs,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,11/8/2020 14:37,11/8/2020 14:38,0,204.137.234.113,85,95,0,11/15/2020 14:39,R_1MRFZ0FxXn4WGVX,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science,3,6,,,,,,,,,,,,,,,,,,
5,11/8/2020 14:37,11/8/2020 14:40,0,76.78.66.32,4,219,0,11/15/2020 14:41,R_3kozwUTz9fZOsXz,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,11/8/2020 14:36,11/8/2020 14:40,0,107.179.234.111,25,258,0,11/15/2020 14:41,R_WcVThb7uCx8bYwV,,,,,,,anonymous,EN,1,2,1,1,3,Computer science,0,3,,2,0,1,3,9,,,,,,,,,,,,
5,11/8/2020 14:36,11/8/2020 14:40,0,99.231.105.193,23,258,0,11/15/2020 14:41,R_2zj268WhQyBNw9C,,,,,,,anonymous,EN,1,2,1,2,4,Computer Engineering,1,3,0,0,3,3,2,8,,,,,,,,,,,,
5,11/8/2020 14:37,11/8/2020 14:41,0,174.63.121.251,36,203,0,11/15/2020 14:42,R_1irgNXAQAFBH3co,,,,,,,anonymous,EN,1,4,1,3,3,Computer Engineering,4,4,2,4,2,1,3,10,,,,,,,,,,,,
5,11/8/2020 14:37,11/8/2020 14:41,0,204.137.234.189,47,252,0,11/15/2020 14:43,R_uvTf55LH8FXunJf,,,,,,,anonymous,EN,1,2,1,1,3,Computer Engineering,1,3,0,3,,3,1,5,,,,,0.4,0.81,0.81,0.67,0.6,0.83,,
5,11/8/2020 14:36,11/8/2020 14:43,0,47.184.18.183,21,427,0,11/15/2020 14:44,R_3gT9WGZd4PtW8ym,,,,,,,anonymous,EN,1,1,1,2,4,Computing Security,2,3,1,3,4,5,3,10,,,,,,,,,,,,
5,11/8/2020 14:37,11/8/2020 14:42,0,74.111.45.113,36,320,0,11/15/2020 14:44,R_31EM7tJjhKCi6Je,,,,,,,anonymous,EN,1,1,2,3,4,cyber security,6,6,1,5,7,7,3,10,,,,,0.6,0.68,0.64,0.64,0.78,0.97,,
5,11/8/2020 14:37,11/8/2020 14:42,0,99.234.106.98,25,319,0,11/15/2020 14:44,R_tL4QttIyotKt6sV,,,,,,,anonymous,EN,1,2,1,3,3,Networking and IT Security,3,2,1,,4,2,2,7,,,,,,,,,,,,
5,11/8/2020 14:36,11/8/2020 14:45,0,99.231.248.248,26,559,0,11/15/2020 14:46,R_2UbzSJdeIIP2BSF,,,,,,,anonymous,EN,1,2,3,2,4,Cybersecurity,0,3,1,3,3,1,2,8,,,,,0.61,0.5,0.65,0.47,0.78,0.58,,
5,11/8/2020 14:37,11/8/2020 14:46,0,173.32.16.180,34,582,0,11/15/2020 14:47,R_32LvpkBXbyZdDcO,,,,,,,anonymous,EN,1,2,2,1,4,Computer Systems Technology,0,4,,1,0,7,3,10,,,,,1,1,1,1,1,1,,
5,11/8/2020 14:38,11/8/2020 14:48,0,136.36.110.190,89,610,0,11/15/2020 14:49,R_AmkIrqNhR3jTfXj,,,,,,,anonymous,EN,1,4,1,1,1,,0,2,,4,,,3,9,,,,,0.8,1,0.9,0.7,0.6,0.9,,
5,11/8/2020 14:37,11/8/2020 14:52,0,73.234.165.144,60,937,0,11/15/2020 14:53,R_1jH4XqajsGEKEOq,,,,,,,anonymous,EN,1,2,1,2,4,Cybersecurity and Networks,,3,,7,5,7,3,10,,,,,0.3,0.71,0.61,0.45,0.76,0.21,,
5,11/8/2020 14:36,11/8/2020 14:56,0,173.33.108.32,21,1206,0,11/15/2020 14:57,R_3imqzgniA4ZBdsA,,,,,,,anonymous,EN,1,2,1,1,3,Networking and IT Security,2,3,0,2,1,3,3,10,,,,,,,,,,,,
5,11/8/2020 14:37,11/8/2020 14:57,0,24.29.50.93,62,1202,0,11/15/2020 14:57,R_3GCTXenXTwYJdtY,,,,,,,anonymous,EN,1,2,1,2,1,,3,7,3,3,2,7,3,10,,,,,1,0.88,0.88,0.88,0.89,0.89,,
5,11/8/2020 14:48,11/8/2020 15:03,0,47.184.18.183,36,902,0,11/15/2020 15:03,R_3ESa7QY3KjTLteO,,,,,,,anonymous,EN,1,1,1,2,4,Computing Security,2,2,1,3,4,5,3,10,,,,,0.69,0.71,0.9,0.91,1,0.92,,
5,11/8/2020 15:05,11/8/2020 15:06,0,195.154.38.231,4,10,0,11/15/2020 15:06,R_3HUrSg2SRxnJz5Y,,,,,,,qr,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,11/8/2020 15:24,11/8/2020 15:33,0,107.190.100.47,36,558,0,11/15/2020 15:33,R_YSTLCvLdiO9c1Db,,,,,,,anonymous,EN,1,2,2,1,3,Network Engineering,1,,,4,,2,3,10,,,,,0.29,0,,,0.1,,,
5,11/22/2020 9:05,11/22/2020 9:10,0,156.67.32.151,100,260,1,11/22/2020 9:10,R_2xMqJUlmk3jFVUi,,,,,51.306793212890625,0.373596191,qr,EN,1,1,1,3,3,BSc (Hons) Forensic Computing & Security,2,2,1,1,4,1,1,6,,,,,0.8,0.8,0.8,0.8,0.9,1,2,
5,11/22/2020 9:05,11/22/2020 9:11,0,193.11.162.55,100,355,1,11/22/2020 9:11,R_1CqdG6cIig2yIYR,,,,,58.391204833984375,13.84509277,anonymous,EN,1,2,2,3,3,Network and system administration,6,5,5,7,6,7,3,10,,,,,0.61,1,0.5,1,0.61,0.51,2,
5,11/22/2020 9:05,11/22/2020 9:12,0,89.176.11.210,100,441,1,11/22/2020 9:12,R_3P4tDSOyBb44tM2,,,,,49.232696533203125,16.644195556640625,anonymous,EN,1,2,1,4,4,Information security,2,2,1,3,7,2,3,10,,,,,0.61,0.9,1,0.35,0.7,1,2,
5,11/22/2020 9:05,11/22/2020 9:17,0,188.148.204.172,100,687,1,11/22/2020 9:17,R_2uI0kam6cLLsiEw,,,,,57.7071990966796875,11.96679688,anonymous,EN,1,2,4,3,1,Computer Science,1,4,0,2,7,7,2,8,,,,,0.3,0.31,0.24,0.32,0.39,0.77,2,
5,11/22/2020 9:05,11/22/2020 9:18,0,82.14.69.12,100,736,1,11/22/2020 9:18,R_3HzYtwiPP0w9I4j,,,,,51.76550293,-0.448196411,qr,EN,3,2,1,2,1,Cyber Security,2,4,1,3,4,1,2,8,,,,,0.05,0.85,0.5,0.3,0.75,0.25,2,
5,11/22/2020 9:05,11/22/2020 9:20,0,213.175.51.1,100,876,1,11/22/2020 9:20,R_3MRM8mRjygqmMne,,,,,49.266693115234375,16.600006103515625,anonymous,EN,1,2,1,2,4,Information Security,3,3,0,2,4,1,2,7,,,,,0.6,0.7,0.6,0.8,0.6,1,2,
5,11/22/2020 9:06,11/22/2020 9:20,0,83.248.116.157,100,826,1,11/22/2020 9:20,R_1Q3ZAUjkOh3kWWO,,,,,57.646697998046875,11.9293975830078125,anonymous,EN,1,2,3,2,4,Computer Engineer,7,7,6,2,7,7,3,10,,,,,1,1,1,1,1,1,2,
5,11/22/2020 9:06,11/22/2020 9:20,0,185.227.170.1,100,841,1,11/22/2020 9:20,R_3Rr7VcI4s2gyTPU,,,,,48.16650391,17.57519531,anonymous,EN,1,2,1,4,4,Information Security,2,2,,3,6,3,2,8,,,,,0.8,0.72,0.72,0.7,0.47,0.86,2,
5,11/22/2020 9:05,11/22/2020 9:25,0,80.216.67.121,100,1168,1,11/22/2020 9:25,R_2CJ84058FtyzTgd,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,1,2,2,3,4,Computer Security MSc.,1,3,0,4,7,6,2,7,,,,,0.32,1,0.46,0.7,0.41,0.77,2,
5,11/22/2020 9:05,11/22/2020 9:30,0,46.239.117.120,100,1481,1,11/22/2020 9:30,R_BOZl5r3kkemyRBn,,,,,57.7071990966796875,11.96679688,anonymous,EN,1,2,2,1,4,"I do masters degree in Computer Systems and Networks, and in all my elective courses I have picked security. I guess that means my ""major"" would be cybersecurity if we hand majors in Sweden! :)",1,2,0,3,2,2,3,10,,,,,0.5,1,1,0.9,0.4,0.8,2,
5,11/22/2020 9:07,11/22/2020 9:43,0,89.102.207.120,100,2133,1,11/22/2020 9:43,R_s5mlilS0NBwhKrn,,,,,49.232696533203125,16.644195556640625,anonymous,EN,1,2,1,3,1,none,,3,2,5,0,7,3,9,,,,,0.7,0.9,0.7,0.8,0.8,1,2,
5,11/22/2020 9:06,11/22/2020 9:07,0,194.66.75.118,4,59,0,11/29/2020 9:07,R_Dkp5MSA3cBM8drj,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,11/22/2020 9:05,11/22/2020 9:17,0,80.4.196.173,75,710,0,11/29/2020 9:18,R_1dyjU1DDeapf66t,,,,,,,qr,EN,3,2,2,1,1,Forensic Computing and Security,,2,,2,0,3,2,7,,,,,0.2,1,0.5,0.35,0.8,0.8,,
5,11/22/2020 9:05,11/22/2020 9:36,0,46.239.110.171,36,1865,0,11/29/2020 9:36,R_1F3AEohAYNkv1kX,,,,,,,anonymous,EN,1,2,1,2,4,High Performance Computer Systems,,3,,1,,,2,8,,,,,0.71,0.83,0.31,0.6,0.18,0.15,,
5,1/10/2021 13:36,1/10/2021 13:39,0,104.10.237.125,100,125,1,1/10/2021 13:39,R_2TpLNBcdw8hS6og,,,,,34.0915069580078125,-118.1306992,qr,EN,1,2,1,4,1,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:37,1/10/2021 13:40,0,68.180.86.244,100,156,1,1/10/2021 13:40,R_2XmKyDygCs1wtUn,,,,,43.0800933837890625,-77.63420105,qr,EN,1,1,2,2,4,Computing Security,4,4,0,3,6,7,3,10,,,,,,,,,,,2,
5,1/10/2021 13:36,1/10/2021 13:42,0,98.183.5.43,100,311,1,1/10/2021 13:42,R_20sLLGARngreX05,,,,,30.3737030029296875,-87.31259918,qr,EN,1,2,1,3,3,Cyber Security,2,5,1,2,5,6,2,8,,,,,0.81,0.91,0.92,0.92,0.82,0.73,2,
5,1/10/2021 13:36,1/10/2021 13:43,0,74.109.193.58,100,377,1,1/10/2021 13:43,R_3oC19jkERZEpGdC,,,,,40.432403564453125,-79.92469788,qr,EN,1,2,1,2,4,Information security,2,3,,3,7,2,3,9,,,,,0.74,0.99,0.64,0.69,0.92,0.92,2,
5,1/10/2021 13:37,1/10/2021 13:43,0,37.25.46.152,100,315,1,1/10/2021 13:43,R_25LWnmtzZ7TeRlL,,,,,51.09350586,0.5402069091796875,qr,EN,1,1,1,3,3,BSc (Hons) Forensic Computing & Security ,3,2,,1,4,1,3,9,,,,,0.8,1,0.95,0.8,0.95,0.95,2,
5,1/10/2021 13:37,1/10/2021 13:44,0,46.22.102.94,100,391,1,1/10/2021 13:44,R_2ts33wFC5ysT3L7,,,,,64.1428985595703125,-21.94470215,anonymous,EN,1,1,1,1,4,Information Security,4,2,3,7,7,2,3,10,,,,,0.5,0.5,0.48,0.49,0.5,0.5,2,
5,1/10/2021 13:37,1/10/2021 13:44,0,73.241.104.109,100,417,1,1/10/2021 13:44,R_5mrz5fsJmPbj4I1,,,,,37.7505950927734375,-122.4121017,qr,EN,1,2,3,3,5,Cybersecurity (certificate program),4,4,0,2,4,7,3,10,,,,,0.75,0.89,0.91,0.87,0.89,0.92,2,
5,1/10/2021 13:37,1/10/2021 13:44,0,188.247.79.209,100,428,1,1/10/2021 13:44,R_e2QPHw5RqxOXcJP,,,,,31.9521942138671875,35.938995361328125,qr,EN,1,1,1,4,3,Network and information security engineering,3,2,,4,7,7,3,9,,,,,0.25,1,0.77,0.36,0.86,1,2,
5,1/10/2021 13:37,1/10/2021 13:44,0,172.58.92.86,100,450,1,1/10/2021 13:44,R_vBJTvF1CSTMiYqB,,,,,37.7183074951171875,-122.4103012,qr,EN,1,2,1,3,1,,2,4,1,3,2,4,3,10,,,,,1,1,1,0.8,0.62,0.8,2,
5,1/10/2021 13:37,1/10/2021 13:44,0,172.58.21.183,100,435,1,1/10/2021 13:44,R_1ezB7I8mCyWZiJS,,,,,34.006805419921875,-118.2559967,qr,EN,1,2,1,1,3,,2,3,2,5,4,3,2,7,,,,,0.42,0.34,0.51,0.51,0.4,0.54,2,
5,1/10/2021 13:36,1/10/2021 13:45,0,98.33.60.181,100,547,1,1/10/2021 13:45,R_3m4wyGasFPxFs5m,,,,,37.72009277,-122.4413986,qr,EN,1,2,3,2,3,Netsec,2,3,1,3,5,4,3,10,,,,,0.8,1,1,0.86,1,1,2,
5,1/10/2021 13:38,1/10/2021 13:46,0,108.3.64.18,100,448,1,1/10/2021 13:46,R_qWpWxAS6wdrmRpL,,,,,40.406402587890625,-79.98560333,anonymous,EN,1,2,2,4,4,Information Security,7,5,4,6,7,7,2,8,,,,,0.9,1,1,0.9,0.75,0.85,2,
5,1/10/2021 13:38,1/10/2021 13:46,0,174.198.0.128,100,511,1,1/10/2021 13:46,R_24COhzvUvkoJ5eF,,,,,40.236297607421875,-75.29599762,qr,EN,3,2,1,3,1,cst ,1,5,1,3,7,7,3,10,,,,,0.6,0.6,0.7,0.79,0.74,0.77,2,
5,1/10/2021 13:38,1/10/2021 13:46,0,69.156.20.218,100,534,1,1/10/2021 13:46,R_3ncTz7JERpfNIia,,,,,45.4676971435546875,-75.53990173,qr,EN,1,2,1,1,3,Software Engineering,2,3,0,3,7,7,3,10,,,,,1,1,0.82,1,1,0.43,2,
5,1/10/2021 13:38,1/10/2021 13:48,0,172.58.92.44,100,550,1,1/10/2021 13:48,R_4NI8RXgtydNyWlj,,,,,37.7183074951171875,-122.4103012,qr,EN,1,2,2,1,1,Computer Science,1,3,,3,6,7,3,10,,,,,0.7,1,1,0.75,1,1,2,
5,1/10/2021 13:36,1/10/2021 13:49,0,108.28.20.144,100,766,1,1/10/2021 13:49,R_1ooOQmTpTEpbmHi,,,,,38.7480926513671875,-77.23829651,qr,EN,1,2,1,1,1,Computer Science,7,6,7,4,,4,1,6,,,,,0.83,0.56,0.82,0.81,1,1,2,
5,1/10/2021 13:37,1/10/2021 13:50,0,23.240.220.73,100,772,1,1/10/2021 13:50,R_1ND1m99tyoaJTgT,,,,,34.23260498046875,-118.5480957,anonymous,EN,1,2,1,1,3,computer science,6,2,0,2,,4,1,6,,,,,0.45,0.8,0.81,0.3,0.2,0.5,2,
5,1/10/2021 13:39,1/10/2021 13:50,0,162.192.40.230,100,649,1,1/10/2021 13:50,R_phEILoypO8PlGCd,,,,,33.878204345703125,-117.9566956,qr,EN,1,2,1,4,1,Computer Information Systems,7,4,4,3,5,4,3,10,,,,,0.43,1,1,0.27,1,1,2,
5,1/10/2021 13:38,1/10/2021 13:50,0,100.7.123.164,100,750,1,1/10/2021 13:50,R_3fZWl86WH2ERhnd,,,,,37.7252044677734375,-77.55480194,qr,EN,1,2,2,3,4,Cyber security ,3,4,1,2,6,6,3,10,,,,,1,1,1,1,1,1,2,
5,1/10/2021 13:37,1/10/2021 13:51,0,174.115.192.52,100,828,1,1/10/2021 13:51,R_3fCaeU1cSCqEjtI,,,,,45.4015045166015625,-75.73040009,qr,EN,1,2,1,1,3,Software Engineering,6,6,1,3,0,2,3,10,,,,,0.8,0.9,1,0.6,0.85,0.7,2,
5,1/10/2021 13:37,1/10/2021 13:51,0,136.24.87.102,100,843,1,1/10/2021 13:51,R_2aJmZGrgMEBKN3D,,,,,37.795806884765625,-122.4203033,qr,EN,1,1,4,2,5,Advanced Cybersecurity Certificate,7,5,1,3,4,7,3,10,,,,,0.87,0.92,1,0.91,0.97,1,2,
5,1/10/2021 13:38,1/10/2021 13:52,0,172.58.109.51,100,813,1,1/10/2021 13:52,R_ehbhgQiImmT3OPT,,,,,32.8130950927734375,-96.81410217,qr,EN,1,1,1,2,4,Computing Security,5,4,,2,5,4,3,10,,,,,0.69,1,0.72,0.9,1,0.7,2,
